"","TeamName","OpponentName","Line","Date"
"7433","Arizona","Stanford",-110,2019-02-24
"7434","Stanford","Arizona",-110,2019-02-24
"7435","Florida State","Notre Dame",-13,2019-02-25
"7436","Notre Dame","Florida State",13,2019-02-25
"7437","North Carolina Central","South Carolina State",-8.5,2019-02-25
"7438","South Carolina State","North Carolina Central",8.5,2019-02-25
"7439","Morgan State","Howard",-1.5,2019-02-25
"7440","Howard","Morgan State",1.5,2019-02-25
"7441","Coppin State","Delaware State",-9.5,2019-02-25
"7442","Delaware State","Coppin State",9.5,2019-02-25
"7443","Lipscomb","N.J.I.T.",-12.5,2019-02-25
"7444","N.J.I.T.","Lipscomb",12.5,2019-02-25
"7445","North Carolina A&T","Savannah State",-7.5,2019-02-25
"7446","Savannah State","North Carolina A&T",7.5,2019-02-25
"7447","Iowa State","Oklahoma",-9,2019-02-25
"7448","Oklahoma","Iowa State",9,2019-02-25
"7449","Southern University","Alabama State",-120,2019-02-25
"7450","Alabama State","Southern University",NA,2019-02-25
"7451","Texas Southern","Mississippi Valley State",-120,2019-02-25
"7452","Mississippi Valley State","Texas Southern",-120,2019-02-25
"7453","Alcorn State","Alabama A&M",-120,2019-02-25
"7454","Alabama A&M","Alcorn State",-120,2019-02-25
"7455","Prairie View A&M","Arkansas-Pine Bluff",-120,2019-02-25
"7456","Arkansas-Pine Bluff","Prairie View A&M",-120,2019-02-25
"7457","Kansas","Kansas State",-110,2019-02-25
"7458","Kansas State","Kansas",-110,2019-02-25
"7459","Montana","Northern Colorado",-110,2019-02-25
"7460","Northern Colorado","Montana",-110,2019-02-25
"7461","Bowling Green","Miami (OH)",-6,2019-02-26
"7462","Miami (OH)","Bowling Green",6,2019-02-26
"7463","Buffalo","Akron",-13,2019-02-26
"7464","Akron","Buffalo",13,2019-02-26
"7465","Rhode Island","George Washington",-11,2019-02-26
"7466","George Washington","Rhode Island",11,2019-02-26
"7467","Mississippi State","Missouri",-11,2019-02-26
"7468","Missouri","Mississippi State",11,2019-02-26
"7469","Massachusetts","Dayton",5.5,2019-02-26
"7470","Dayton","Massachusetts",-5.5,2019-02-26
"7471","Ohio State","Iowa",-2,2019-02-26
"7472","Iowa","Ohio State",2,2019-02-26
"7473","Wake Forest","Miami (FL)",4.5,2019-02-26
"7474","Miami (FL)","Wake Forest",-4.5,2019-02-26
"7475","Butler","Providence",-6,2019-02-26
"7476","Providence","Butler",6,2019-02-26
"7477","Ball State","Toledo",1,2019-02-26
"7478","Toledo","Ball State",-1,2019-02-26
"7479","Eastern Michigan","Central Michigan",-2,2019-02-26
"7480","Central Michigan","Eastern Michigan",2,2019-02-26
"7481","Kent State","Ohio",-7,2019-02-26
"7482","Ohio","Kent State",7,2019-02-26
"7483","South Carolina","Alabama",-2,2019-02-26
"7484","Alabama","South Carolina",2,2019-02-26
"7485","West Virginia","TCU",4,2019-02-26
"7486","TCU","West Virginia",-4,2019-02-26
"7487","Virginia Tech","Duke",3.5,2019-02-26
"7488","Duke","Virginia Tech",-3.5,2019-02-26
"7489","North Florida","Stetson",-14,2019-02-26
"7490","Stetson","North Florida",14,2019-02-26
"7491","North Alabama","Jacksonville",1.5,2019-02-26
"7492","Jacksonville","North Alabama",-1.5,2019-02-26
"7493","Liberty","Kennesaw State",-26.5,2019-02-26
"7494","Kennesaw State","Liberty",26.5,2019-02-26
"7495","Virginia Commonwealth","Saint Louis",-10.5,2019-02-26
"7496","Saint Louis","Virginia Commonwealth",10.5,2019-02-26
"7497","Northern Illinois","Western Michigan",-8.5,2019-02-26
"7498","Western Michigan","Northern Illinois",8.5,2019-02-26
"7499","North Carolina","Syracuse",-12.5,2019-02-26
"7500","Syracuse","North Carolina",12.5,2019-02-26
"7501","Indiana","Wisconsin",3,2019-02-26
"7502","Wisconsin","Indiana",-3,2019-02-26
"7503","Kentucky","Arkansas",-17.5,2019-02-26
"7504","Arkansas","Kentucky",17.5,2019-02-26
"7505","LSU","Texas A&M",-11,2019-02-26
"7506","Texas A&M","LSU",11,2019-02-26
"7507","Memphis","Temple",-4,2019-02-26
"7508","Temple","Memphis",4,2019-02-26
"7509","Utah State","San Diego State",-8.5,2019-02-26
"7510","San Diego State","Utah State",8.5,2019-02-26
"7511","San Jose State","New Mexico",12,2019-02-26
"7512","New Mexico","San Jose State",-12,2019-02-26
"7513","Seattle","Utah Valley",3.5,2019-02-26
"7514","Utah Valley","Seattle",-3.5,2019-02-26
"7515","Bowling Green","Miami (OH)",-6,2019-02-26
"7516","Miami (OH)","Bowling Green",6,2019-02-26
"7517","Buffalo","Akron",-13,2019-02-26
"7518","Akron","Buffalo",13,2019-02-26
"7519","Rhode Island","George Washington",-11,2019-02-26
"7520","George Washington","Rhode Island",11,2019-02-26
"7521","Mississippi State","Missouri",-11,2019-02-26
"7522","Missouri","Mississippi State",11,2019-02-26
"7523","Massachusetts","Dayton",5.5,2019-02-26
"7524","Dayton","Massachusetts",-5.5,2019-02-26
"7525","Ohio State","Iowa",-2,2019-02-26
"7526","Iowa","Ohio State",2,2019-02-26
"7527","Wake Forest","Miami (FL)",4.5,2019-02-26
"7528","Miami (FL)","Wake Forest",-4.5,2019-02-26
"7529","Butler","Providence",-6,2019-02-26
"7530","Providence","Butler",6,2019-02-26
"7531","Ball State","Toledo",1,2019-02-26
"7532","Toledo","Ball State",-1,2019-02-26
"7533","Eastern Michigan","Central Michigan",-2,2019-02-26
"7534","Central Michigan","Eastern Michigan",2,2019-02-26
"7535","Kent State","Ohio",-7,2019-02-26
"7536","Ohio","Kent State",7,2019-02-26
"7537","South Carolina","Alabama",-2,2019-02-26
"7538","Alabama","South Carolina",2,2019-02-26
"7539","West Virginia","TCU",4,2019-02-26
"7540","TCU","West Virginia",-4,2019-02-26
"7541","Virginia Tech","Duke",3.5,2019-02-26
"7542","Duke","Virginia Tech",-3.5,2019-02-26
"7543","North Florida","Stetson",-14,2019-02-26
"7544","Stetson","North Florida",14,2019-02-26
"7545","North Alabama","Jacksonville",1.5,2019-02-26
"7546","Jacksonville","North Alabama",-1.5,2019-02-26
"7547","Liberty","Kennesaw State",-26.5,2019-02-26
"7548","Kennesaw State","Liberty",26.5,2019-02-26
"7549","Virginia Commonwealth","Saint Louis",-10.5,2019-02-26
"7550","Saint Louis","Virginia Commonwealth",10.5,2019-02-26
"7551","Northern Illinois","Western Michigan",-8.5,2019-02-26
"7552","Western Michigan","Northern Illinois",8.5,2019-02-26
"7553","North Carolina","Syracuse",-12.5,2019-02-26
"7554","Syracuse","North Carolina",12.5,2019-02-26
"7555","Indiana","Wisconsin",3,2019-02-26
"7556","Wisconsin","Indiana",-3,2019-02-26
"7557","Kentucky","Arkansas",-17.5,2019-02-26
"7558","Arkansas","Kentucky",17.5,2019-02-26
"7559","LSU","Texas A&M",-11,2019-02-26
"7560","Texas A&M","LSU",11,2019-02-26
"7561","Memphis","Temple",-4,2019-02-26
"7562","Temple","Memphis",4,2019-02-26
"7563","Utah State","San Diego State",-8.5,2019-02-26
"7564","San Diego State","Utah State",8.5,2019-02-26
"7565","San Jose State","New Mexico",12,2019-02-26
"7566","New Mexico","San Jose State",-12,2019-02-26
"7567","Seattle","Utah Valley",3.5,2019-02-26
"7568","Utah Valley","Seattle",-3.5,2019-02-26
"7569","Sacred Heart","Robert Morris",-4.5,2019-02-28
"7570","Robert Morris","Sacred Heart",4.5,2019-02-28
"7571","Wagner","St. Francis (PA)",-120,2019-02-28
"7572","St. Francis (PA)","Wagner",NA,2019-02-28
"7573","St. John's","Xavier",-110,2019-02-28
"7574","Xavier","St. John's",-110,2019-02-28
"7575","Delaware","Northeastern",-110,2019-02-28
"7576","Northeastern","Delaware",-110,2019-02-28
"7577","Michigan","Nebraska",-110,2019-02-28
"7578","Nebraska","Michigan",-110,2019-02-28
"7579","Wichita State","Connecticut",-110,2019-02-28
"7580","Connecticut","Wichita State",-110,2019-02-28
"7581","James Madison","Elon",-110,2019-02-28
"7582","Elon","James Madison",-110,2019-02-28
"7583","Towson","William & Mary",-110,2019-02-28
"7584","William & Mary","Towson",-110,2019-02-28
"7585","Drexel","Hofstra",-110,2019-02-28
"7586","Hofstra","Drexel",-110,2019-02-28
"7587","Oakland","Illinois-Chicago",-110,2019-02-28
"7588","Illinois-Chicago","Oakland",-110,2019-02-28
"7589","Troy","Texas State",-110,2019-02-28
"7590","Texas State","Troy",-110,2019-02-28
"7591","Georgia Southern","Arkansas-Little Rock",-110,2019-02-28
"7592","Arkansas-Little Rock","Georgia Southern",-110,2019-02-28
"7593","Georgia State","Arkansas State",-110,2019-02-28
"7594","Arkansas State","Georgia State",-110,2019-02-28
"7595","Citadel","UNC Greensboro",-110,2019-02-28
"7596","UNC Greensboro","Citadel",-110,2019-02-28
"7597","Chattanooga","Wofford",-110,2019-02-28
"7598","Wofford","Chattanooga",-110,2019-02-28
"7599","Virginia Military","Mercer",-110,2019-02-28
"7600","Mercer","Virginia Military",-110,2019-02-28
"7601","Mount St. Mary's","Fairleigh Dickinson",-120,2019-02-28
"7602","Fairleigh Dickinson","Mount St. Mary's",-120,2019-02-28
"7603","UMKC","New Mexico State",-120,2019-02-28
"7604","New Mexico State","UMKC",-120,2019-02-28
"7605","Hampton","Winthrop",5.5,2019-02-28
"7606","Winthrop","Hampton",NA,2019-02-28
"7607","LIU Brooklyn","Central Connecticut State",7.5,2019-02-28
"7608","Central Connecticut State","LIU Brooklyn",-5.5,2019-02-28
"7609","St. Francis (BKN)","Bryant University",1,2019-02-28
"7610","Bryant University","St. Francis (BKN)",-7.5,2019-02-28
"7611","UAB","Western Kentucky",7,2019-02-28
"7612","Western Kentucky","UAB",-1,2019-02-28
"7613","Louisiana Tech","Marshall",-5,2019-02-28
"7614","Marshall","Louisiana Tech",-7,2019-02-28
"7615","Samford","Furman",-4,2019-02-28
"7616","Furman","Samford",5,2019-02-28
"7617","Eastern Kentucky","Austin Peay",9.5,2019-02-28
"7618","Austin Peay","Eastern Kentucky",4,2019-02-28
"7619","Purdue Fort Wayne","North Dakota",-9,2019-02-28
"7620","North Dakota","Purdue Fort Wayne",-9.5,2019-02-28
"7621","Morehead State","Murray State",1.5,2019-02-28
"7622","Murray State","Morehead State",9,2019-02-28
"7623","South Alabama","Texas-Arlington",7.5,2019-02-28
"7624","Texas-Arlington","South Alabama",-1.5,2019-02-28
"7625","Louisiana-Monroe","Appalachian State",-4,2019-02-28
"7626","Appalachian State","Louisiana-Monroe",-7.5,2019-02-28
"7627","Green Bay","Wright State",-1,2019-02-28
"7628","Wright State","Green Bay",4,2019-02-28
"7629","Detroit Mercy","IUPUI",4,2019-02-28
"7630","IUPUI","Detroit Mercy",1,2019-02-28
"7631","Louisiana-Lafayette","Coastal Carolina",-8,2019-02-28
"7632","Coastal Carolina","Louisiana-Lafayette",-4,2019-02-28
"7633","Milwaukee","Northern Kentucky",1.5,2019-02-28
"7634","Northern Kentucky","Milwaukee",8,2019-02-28
"7635","UTSA","Old Dominion",8,2019-02-28
"7636","Old Dominion","UTSA",-1.5,2019-02-28
"7637","North Texas","Florida Atlantic",-16.5,2019-02-28
"7638","Florida Atlantic","North Texas",-8,2019-02-28
"7639","Chicago State","Texas Rio Grande Valley",-3.5,2019-02-28
"7640","Texas Rio Grande Valley","Chicago State",16.5,2019-02-28
"7641","Oral Roberts","Nebraska-Omaha",3.5,2019-02-28
"7642","Nebraska-Omaha","Oral Roberts",3.5,2019-02-28
"7643","SIU-Edwardsville","Tennessee Tech",-11.5,2019-02-28
"7644","Tennessee Tech","SIU-Edwardsville",-3.5,2019-02-28
"7645","Tennessee-Martin","Belmont",1.5,2019-02-28
"7646","Belmont","Tennessee-Martin",11.5,2019-02-28
"7647","Southeast Missouri State","Tennessee State",1.5,2019-02-28
"7648","Tennessee State","Southeast Missouri State",-1.5,2019-02-28
"7649","Northwestern","Minnesota",14,2019-02-28
"7650","Minnesota","Northwestern",-1.5,2019-02-28
"7651","Tulsa","Tulane",8.5,2019-02-28
"7652","Tulane","Tulsa",-14,2019-02-28
"7653","Stanford","Washington State",3,2019-02-28
"7654","Washington State","Stanford",-8.5,2019-02-28
"7655","UCLA","USC",4,2019-02-28
"7656","USC","UCLA",-3,2019-02-28
"7657","Oregon State","Arizona",-7.5,2019-02-28
"7658","Arizona","Oregon State",-4,2019-02-28
"7659","Eastern Illinois","Jacksonville State",5,2019-02-28
"7660","Jacksonville State","Eastern Illinois",7.5,2019-02-28
"7661","Northern Colorado","Weber State",2,2019-02-28
"7662","Weber State","Northern Colorado",-5,2019-02-28
"7663","Denver","Western Illinois",3.5,2019-02-28
"7664","Western Illinois","Denver",-2,2019-02-28
"7665","South Dakota","North Dakota State",5.5,2019-02-28
"7666","North Dakota State","South Dakota",-3.5,2019-02-28
"7667","Eastern Washington","Sacramento State",6.5,2019-02-28
"7668","Sacramento State","Eastern Washington",-5.5,2019-02-28
"7669","San Francisco","San Diego",8,2019-02-28
"7670","San Diego","San Francisco",-6.5,2019-02-28
"7671","UC Santa Barbara","Long Beach State",13.5,2019-02-28
"7672","Long Beach State","UC Santa Barbara",-8,2019-02-28
"7673","Cal State Fullerton","Cal Poly",-8,2019-02-28
"7674","Cal Poly","Cal State Fullerton",-13.5,2019-02-28
"7675","Idaho","Portland State",3.5,2019-02-28
"7676","Portland State","Idaho",8,2019-02-28
"7677","California Baptist","Seattle",-4,2019-02-28
"7678","Seattle","California Baptist",-3.5,2019-02-28
"7679","UC Davis","UC Irvine",7,2019-02-28
"7680","UC Irvine","UC Davis",4,2019-02-28
"7681","Loyola Marymount","Santa Clara",-24.5,2019-02-28
"7682","Santa Clara","Loyola Marymount",-7,2019-02-28
"7683","Pacific","Gonzaga",22,2019-02-28
"7684","Gonzaga","Pacific",24.5,2019-02-28
"7685","Saint Mary's","Portland",1.5,2019-02-28
"7686","Portland","Saint Mary's",-22,2019-02-28
"7687","Oregon","Arizona State",10.5,2019-02-28
"7688","Arizona State","Oregon",-1.5,2019-02-28
"7689","California","Washington",4.5,2019-02-28
"7690","Washington","California",-10.5,2019-02-28
"7691","Brown","Columbia",-7.5,2019-03-01
"7692","Columbia","Brown",7.5,2019-03-01
"7693","Bowling Green","Kent State",-5.5,2019-03-01
"7694","Kent State","Bowling Green",5.5,2019-03-01
"7695","Yale","Cornell",-12.5,2019-03-01
"7696","Cornell","Yale",12.5,2019-03-01
"7697","Harvard","Pennsylvania",-4.5,2019-03-01
"7698","Pennsylvania","Harvard",4.5,2019-03-01
"7699","Dartmouth","Princeton",1,2019-03-01
"7700","Princeton","Dartmouth",-1,2019-03-01
"7701","Dayton","Rhode Island",-8.5,2019-03-01
"7702","Rhode Island","Dayton",8.5,2019-03-01
"7703","Rider","Iona",-5,2019-03-01
"7704","Iona","Rider",5,2019-03-01
"7705","Fairfield","Marist",-2,2019-03-01
"7706","Marist","Fairfield",2,2019-03-01
"7707","St. Peter's","Quinnipiac",2.5,2019-03-01
"7708","Quinnipiac","St. Peter's",-2.5,2019-03-01
"7709","Manhattan","Monmouth",-1.5,2019-03-01
"7710","Monmouth","Manhattan",1.5,2019-03-01
"7711","Kennesaw State","Stetson",-120,2019-03-01
"7712","Stetson","Kennesaw State",NA,2019-03-01
"7713","Jacksonville","Florida Gulf Coast",-120,2019-03-01
"7714","Florida Gulf Coast","Jacksonville",-120,2019-03-01
"7715","N.J.I.T.","Liberty",-120,2019-03-01
"7716","Liberty","N.J.I.T.",-120,2019-03-01
"7717","North Alabama","Lipscomb",-120,2019-03-01
"7718","Lipscomb","North Alabama",-120,2019-03-01
"7719","Miami (OH)","Buffalo",-110,2019-03-01
"7720","Buffalo","Miami (OH)",-110,2019-03-01
"7721","Canisius","Siena",-110,2019-03-01
"7722","Siena","Canisius",-110,2019-03-01
"7723","Maine","Binghamton",-4.5,2019-03-02
"7724","Binghamton","Maine",4.5,2019-03-02
"7725","Indiana","Michigan State",6.5,2019-03-02
"7726","Michigan State","Indiana",-6.5,2019-03-02
"7727","Wake Forest","Syracuse",8,2019-03-02
"7728","Syracuse","Wake Forest",-8,2019-03-02
"7729","Oklahoma State","Kansas",7,2019-03-02
"7730","Kansas","Oklahoma State",-7,2019-03-02
"7731","Alabama","LSU",1.5,2019-03-02
"7732","LSU","Alabama",-1.5,2019-03-02
"7733","Florida State","North Carolina State",-7,2019-03-02
"7734","North Carolina State","Florida State",7,2019-03-02
"7735","Boston University","Navy",-6.5,2019-03-02
"7736","Navy","Boston University",6.5,2019-03-02
"7737","Bucknell","Army",-9.5,2019-03-02
"7738","Army","Bucknell",9.5,2019-03-02
"7739","Lafayette","Colgate",7,2019-03-02
"7740","Colgate","Lafayette",-7,2019-03-02
"7741","Holy Cross","American University",-1.5,2019-03-02
"7742","American University","Holy Cross",1.5,2019-03-02
"7743","Davidson","Fordham",-13.5,2019-03-02
"7744","Fordham","Davidson",13.5,2019-03-02
"7745","Georgia State","Arkansas-Little Rock",-9,2019-03-02
"7746","Arkansas-Little Rock","Georgia State",9,2019-03-02
"7747","Green Bay","Northern Kentucky",3,2019-03-02
"7748","Northern Kentucky","Green Bay",-3,2019-03-02
"7749","Arkansas","Ole Miss",-1,2019-03-02
"7750","Ole Miss","Arkansas",1,2019-03-02
"7751","Wisconsin","Penn State",-7.5,2019-03-02
"7752","Penn State","Wisconsin",7.5,2019-03-02
"7753","Virginia Military","Citadel",-1.5,2019-03-02
"7754","Citadel","Virginia Military",1.5,2019-03-02
"7755","Central Connecticut State","Fairleigh Dickinson",3.5,2019-03-02
"7756","Fairleigh Dickinson","Central Connecticut State",-3.5,2019-03-02
"7757","UMBC","New Hampshire",16,2019-03-02
"7758","New Hampshire","UMBC",-16,2019-03-02
"7759","Indiana State","Northern Iowa",-2,2019-03-02
"7760","Northern Iowa","Indiana State",2,2019-03-02
"7761","Southern Illinois","Illinois State",-6,2019-03-02
"7762","Illinois State","Southern Illinois",6,2019-03-02
"7763","Oklahoma","West Virginia",-10.5,2019-03-02
"7764","West Virginia","Oklahoma",10.5,2019-03-02
"7765","Valparaiso","Evansville",-4.5,2019-03-02
"7766","Evansville","Valparaiso",4.5,2019-03-02
"7767","Towson","Elon",-5.5,2019-03-02
"7768","Elon","Towson",5.5,2019-03-02
"7769","Tennessee","Kentucky",-2.5,2019-03-02
"7770","Kentucky","Tennessee",2.5,2019-03-02
"7771","Duquesne","Massachusetts",-6.5,2019-03-02
"7772","Massachusetts","Duquesne",6.5,2019-03-02
"7773","Texas","Iowa State",1,2019-03-02
"7774","Iowa State","Texas",-1,2019-03-02
"7775","Virginia","Pittsburgh",-19.5,2019-03-02
"7776","Pittsburgh","Virginia",19.5,2019-03-02
"7777","Purdue","Ohio State",-11,2019-03-02
"7778","Ohio State","Purdue",11,2019-03-02
"7779","Akron","Ohio",-10,2019-03-02
"7780","Ohio","Akron",10,2019-03-02
"7781","Villanova","Butler",-7.5,2019-03-02
"7782","Butler","Villanova",7.5,2019-03-02
"7783","Chattanooga","Furman",10,2019-03-02
"7784","Furman","Chattanooga",-10,2019-03-02
"7785","Samford","Wofford",9,2019-03-02
"7786","Wofford","Samford",-9,2019-03-02
"7787","Campbell","Radford",2,2019-03-02
"7788","Radford","Campbell",-2,2019-03-02
"7789","Troy","Texas-Arlington",3.5,2019-03-02
"7790","Texas-Arlington","Troy",-3.5,2019-03-02
"7791","Louisiana-Monroe","Coastal Carolina",-5.5,2019-03-02
"7792","Coastal Carolina","Louisiana-Monroe",5.5,2019-03-02
"7793","Northern Illinois","Eastern Michigan",-3,2019-03-02
"7794","Eastern Michigan","Northern Illinois",3,2019-03-02
"7795","Saint Louis","George Mason",-5.5,2019-03-02
"7796","George Mason","Saint Louis",5.5,2019-03-02
"7797","Denver","Nebraska-Omaha",4.5,2019-03-02
"7798","Nebraska-Omaha","Denver",-4.5,2019-03-02
"7799","Gardner-Webb","Longwood",-7.5,2019-03-02
"7800","Longwood","Gardner-Webb",7.5,2019-03-02
"7801","Chicago State","New Mexico State",25.5,2019-03-02
"7802","New Mexico State","Chicago State",-25.5,2019-03-02
"7803","Missouri","South Carolina",-3,2019-03-02
"7804","South Carolina","Missouri",3,2019-03-02
"7805","Sacred Heart","St. Francis (PA)",-3.5,2019-03-02
